,dateSold,propertyType,lotAreaValue,address,imgSrc,price,bedrooms,longitude,latitude,listingStatus,zpid,contingentListingType,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,listingSubType.is_FSBA,listingSubType.is_openHouse,newConstructionType,unit,listingSubType.is_newHome,listingSubType.is_FSBO,listingSubType.is_accepting_backup_offers
816,1970-01-01,SINGLE_FAMILY,1916.0,"415 Castle St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/660c447336f1ea1f4bd48ba8afcd7bfe-p_e.jpg,175000,3.0,-77.94295,34.228367,RECENTLY_SOLD,54310550,,-1,1.0,1150.0,USA,USD,sqft,True,,,,,,,
822,1970-01-01,SINGLE_FAMILY,0.30378787878788,"521 Kenwood Ave, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24604034423828,-77.9177017211914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=YbDqu-_kMmZbfEPN551M0D99rfY=",180000,2.0,-77.9177,34.24604,RECENTLY_SOLD,54300018,,-1,1.5,1745.0,USA,USD,acres,,,,,,,,
825,1970-01-01,SINGLE_FAMILY,5662.8,"708 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b51d8e1a300984271fc402bfe2b6f5c5-p_e.jpg,179000,2.0,-77.93343,34.227272,RECENTLY_SOLD,54311292,,-1,2.0,1456.0,USA,USD,sqft,True,,,,,,,
828,1970-01-01,SINGLE_FAMILY,3484.8,"1213 Wooster Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/9c33b4ad71ca93bb48cc9e19a6af469c-p_e.jpg,180000,3.0,-77.93248,34.22671,RECENTLY_SOLD,54311259,,-1,2.0,1003.0,USA,USD,sqft,True,,,,,,,
829,1970-01-01,SINGLE_FAMILY,0.11,"207 S 11 Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/f9bc68b30a5fab72eb478400a092612b-p_e.jpg,162900,3.0,-77.93485,34.23354,RECENTLY_SOLD,54309483,,-1,2.0,1276.0,USA,USD,sqft,True,,,,,,,
833,1970-01-01,SINGLE_FAMILY,0.11,"213 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/c24b206061e5203369fe87a34c7b2bbb-p_e.jpg,175000,2.0,-77.93341,34.233383,RECENTLY_SOLD,54309449,,-1,1.0,1076.0,USA,USD,sqft,True,,,,,,,
834,1970-01-01,SINGLE_FAMILY,0.07,"313 S 13th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/af43d16c53c2ba89aded1ae88d8823eb-p_e.jpg,164500,3.0,-77.932014,34.232105,RECENTLY_SOLD,54309577,,-1,1.0,1005.0,USA,USD,sqft,True,,,,,,,
837,1970-01-01,SINGLE_FAMILY,3920.4,"914 Queen St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/98a9184bfeb10401a6306edcda1b2d9c-p_e.jpg,324900,3.0,-77.9362,34.227203,PENDING,54311353,,-1,2.0,1139.0,USA,USD,sqft,True,True,,,,,,
838,1970-01-01,SINGLE_FAMILY,2706.0,"1401 Church St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/eec397c18a9ce5ef0e8a1f5c61bf61ad-p_e.jpg,174000,3.0,-77.93065,34.230675,RECENTLY_SOLD,54309689,,-1,2.0,1248.0,USA,USD,sqft,True,,,,,,,
839,1970-01-01,SINGLE_FAMILY,0.06,"719 Campbell Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/73f1d8dbf45afad941f75e7f8828980c-p_e.jpg,174000,3.0,-77.9405,34.242977,RECENTLY_SOLD,54300262,,-1,2.0,1027.0,USA,USD,sqft,True,,,,,,,
844,1970-01-01,SINGLE_FAMILY,0.28,"510 N 25th Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/0f74542919d11e6a6987ff7b7460c35f-p_e.jpg,178000,4.0,-77.91501,34.245174,RECENTLY_SOLD,54301168,,-1,2.0,1900.0,USA,USD,sqft,True,,,,,,,
845,1970-01-01,SINGLE_FAMILY,9199.0,"1708 Princess St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23801040649414,-77.92681884765625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xV4x1nD0ErwIo6UCkv6S9JNlUV4=",178000,3.0,-77.92682,34.23801,RECENTLY_SOLD,54302258,,-1,2.0,2027.0,USA,USD,sqft,,,,,,,,
850,1970-01-01,SINGLE_FAMILY,6534.0,"1215 Orange St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/d916d1cf683e6fac9a728bece2a0b412-p_e.jpg,165000,3.0,-77.93283,34.234306,RECENTLY_SOLD,54309363,,-1,1.0,1227.0,USA,USD,sqft,True,,,,,,,
855,1970-01-01,SINGLE_FAMILY,6098.4,"916 N 7th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/7405b2248eeea03e135c34fb32ec54e5-p_e.jpg,170000,3.0,-77.94175,34.24679,RECENTLY_SOLD,54299660,,-1,1.0,1090.0,USA,USD,sqft,True,,,,,,,
856,1970-01-01,SINGLE_FAMILY,1916.0,"415 Castle St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/660c447336f1ea1f4bd48ba8afcd7bfe-p_e.jpg,175000,3.0,-77.94295,34.228367,RECENTLY_SOLD,54310550,,-1,1.0,1150.0,USA,USD,sqft,True,,,,,,,
862,1970-01-01,SINGLE_FAMILY,0.30378787878788,"521 Kenwood Ave, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24604034423828,-77.9177017211914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=YbDqu-_kMmZbfEPN551M0D99rfY=",180000,2.0,-77.9177,34.24604,RECENTLY_SOLD,54300018,,-1,1.5,1745.0,USA,USD,acres,,,,,,,,
865,1970-01-01,SINGLE_FAMILY,5662.8,"708 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b51d8e1a300984271fc402bfe2b6f5c5-p_e.jpg,179000,2.0,-77.93343,34.227272,RECENTLY_SOLD,54311292,,-1,2.0,1456.0,USA,USD,sqft,True,,,,,,,
868,1970-01-01,SINGLE_FAMILY,3484.8,"1213 Wooster Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/9c33b4ad71ca93bb48cc9e19a6af469c-p_e.jpg,180000,3.0,-77.93248,34.22671,RECENTLY_SOLD,54311259,,-1,2.0,1003.0,USA,USD,sqft,True,,,,,,,
869,1970-01-01,SINGLE_FAMILY,0.11,"207 S 11 Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/f9bc68b30a5fab72eb478400a092612b-p_e.jpg,162900,3.0,-77.93485,34.23354,RECENTLY_SOLD,54309483,,-1,2.0,1276.0,USA,USD,sqft,True,,,,,,,
873,1970-01-01,SINGLE_FAMILY,0.11,"213 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/c24b206061e5203369fe87a34c7b2bbb-p_e.jpg,175000,2.0,-77.93341,34.233383,RECENTLY_SOLD,54309449,,-1,1.0,1076.0,USA,USD,sqft,True,,,,,,,
874,1970-01-01,SINGLE_FAMILY,0.07,"313 S 13th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/af43d16c53c2ba89aded1ae88d8823eb-p_e.jpg,164500,3.0,-77.932014,34.232105,RECENTLY_SOLD,54309577,,-1,1.0,1005.0,USA,USD,sqft,True,,,,,,,
877,1970-01-01,SINGLE_FAMILY,3920.4,"914 Queen St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/98a9184bfeb10401a6306edcda1b2d9c-p_e.jpg,324900,3.0,-77.9362,34.227203,PENDING,54311353,,-1,2.0,1139.0,USA,USD,sqft,True,True,,,,,,
878,1970-01-01,SINGLE_FAMILY,2706.0,"1401 Church St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/eec397c18a9ce5ef0e8a1f5c61bf61ad-p_e.jpg,174000,3.0,-77.93065,34.230675,RECENTLY_SOLD,54309689,,-1,2.0,1248.0,USA,USD,sqft,True,,,,,,,
879,1970-01-01,SINGLE_FAMILY,0.06,"719 Campbell Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/73f1d8dbf45afad941f75e7f8828980c-p_e.jpg,174000,3.0,-77.9405,34.242977,RECENTLY_SOLD,54300262,,-1,2.0,1027.0,USA,USD,sqft,True,,,,,,,
884,1970-01-01,SINGLE_FAMILY,0.28,"510 N 25th Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/0f74542919d11e6a6987ff7b7460c35f-p_e.jpg,178000,4.0,-77.91501,34.245174,RECENTLY_SOLD,54301168,,-1,2.0,1900.0,USA,USD,sqft,True,,,,,,,
885,1970-01-01,SINGLE_FAMILY,9199.0,"1708 Princess St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23801040649414,-77.92681884765625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xV4x1nD0ErwIo6UCkv6S9JNlUV4=",178000,3.0,-77.92682,34.23801,RECENTLY_SOLD,54302258,,-1,2.0,2027.0,USA,USD,sqft,,,,,,,,
890,1970-01-01,SINGLE_FAMILY,6534.0,"1215 Orange St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/d916d1cf683e6fac9a728bece2a0b412-p_e.jpg,165000,3.0,-77.93283,34.234306,RECENTLY_SOLD,54309363,,-1,1.0,1227.0,USA,USD,sqft,True,,,,,,,
895,1970-01-01,SINGLE_FAMILY,6098.4,"916 N 7th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/7405b2248eeea03e135c34fb32ec54e5-p_e.jpg,170000,3.0,-77.94175,34.24679,RECENTLY_SOLD,54299660,,-1,1.0,1090.0,USA,USD,sqft,True,,,,,,,
896,1970-01-01,SINGLE_FAMILY,1916.0,"415 Castle St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/660c447336f1ea1f4bd48ba8afcd7bfe-p_e.jpg,175000,3.0,-77.94295,34.228367,RECENTLY_SOLD,54310550,,-1,1.0,1150.0,USA,USD,sqft,True,,,,,,,
902,1970-01-01,SINGLE_FAMILY,0.30378787878788,"521 Kenwood Ave, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24604034423828,-77.9177017211914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=YbDqu-_kMmZbfEPN551M0D99rfY=",180000,2.0,-77.9177,34.24604,RECENTLY_SOLD,54300018,,-1,1.5,1745.0,USA,USD,acres,,,,,,,,
905,1970-01-01,SINGLE_FAMILY,5662.8,"708 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b51d8e1a300984271fc402bfe2b6f5c5-p_e.jpg,179000,2.0,-77.93343,34.227272,RECENTLY_SOLD,54311292,,-1,2.0,1456.0,USA,USD,sqft,True,,,,,,,
908,1970-01-01,SINGLE_FAMILY,3484.8,"1213 Wooster Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/9c33b4ad71ca93bb48cc9e19a6af469c-p_e.jpg,180000,3.0,-77.93248,34.22671,RECENTLY_SOLD,54311259,,-1,2.0,1003.0,USA,USD,sqft,True,,,,,,,
909,1970-01-01,SINGLE_FAMILY,0.11,"207 S 11 Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/f9bc68b30a5fab72eb478400a092612b-p_e.jpg,162900,3.0,-77.93485,34.23354,RECENTLY_SOLD,54309483,,-1,2.0,1276.0,USA,USD,sqft,True,,,,,,,
913,1970-01-01,SINGLE_FAMILY,0.11,"213 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/c24b206061e5203369fe87a34c7b2bbb-p_e.jpg,175000,2.0,-77.93341,34.233383,RECENTLY_SOLD,54309449,,-1,1.0,1076.0,USA,USD,sqft,True,,,,,,,
914,1970-01-01,SINGLE_FAMILY,0.07,"313 S 13th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/af43d16c53c2ba89aded1ae88d8823eb-p_e.jpg,164500,3.0,-77.932014,34.232105,RECENTLY_SOLD,54309577,,-1,1.0,1005.0,USA,USD,sqft,True,,,,,,,
917,1970-01-01,SINGLE_FAMILY,3920.4,"914 Queen St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/98a9184bfeb10401a6306edcda1b2d9c-p_e.jpg,324900,3.0,-77.9362,34.227203,PENDING,54311353,,-1,2.0,1139.0,USA,USD,sqft,True,True,,,,,,
918,1970-01-01,SINGLE_FAMILY,2706.0,"1401 Church St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/eec397c18a9ce5ef0e8a1f5c61bf61ad-p_e.jpg,174000,3.0,-77.93065,34.230675,RECENTLY_SOLD,54309689,,-1,2.0,1248.0,USA,USD,sqft,True,,,,,,,
919,1970-01-01,SINGLE_FAMILY,0.06,"719 Campbell Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/73f1d8dbf45afad941f75e7f8828980c-p_e.jpg,174000,3.0,-77.9405,34.242977,RECENTLY_SOLD,54300262,,-1,2.0,1027.0,USA,USD,sqft,True,,,,,,,
924,1970-01-01,SINGLE_FAMILY,0.28,"510 N 25th Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/0f74542919d11e6a6987ff7b7460c35f-p_e.jpg,178000,4.0,-77.91501,34.245174,RECENTLY_SOLD,54301168,,-1,2.0,1900.0,USA,USD,sqft,True,,,,,,,
925,1970-01-01,SINGLE_FAMILY,9199.0,"1708 Princess St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23801040649414,-77.92681884765625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xV4x1nD0ErwIo6UCkv6S9JNlUV4=",178000,3.0,-77.92682,34.23801,RECENTLY_SOLD,54302258,,-1,2.0,2027.0,USA,USD,sqft,,,,,,,,
930,1970-01-01,SINGLE_FAMILY,6534.0,"1215 Orange St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/d916d1cf683e6fac9a728bece2a0b412-p_e.jpg,165000,3.0,-77.93283,34.234306,RECENTLY_SOLD,54309363,,-1,1.0,1227.0,USA,USD,sqft,True,,,,,,,
935,1970-01-01,SINGLE_FAMILY,6098.4,"916 N 7th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/7405b2248eeea03e135c34fb32ec54e5-p_e.jpg,170000,3.0,-77.94175,34.24679,RECENTLY_SOLD,54299660,,-1,1.0,1090.0,USA,USD,sqft,True,,,,,,,
936,1970-01-01,SINGLE_FAMILY,1916.0,"415 Castle St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/660c447336f1ea1f4bd48ba8afcd7bfe-p_e.jpg,175000,3.0,-77.94295,34.228367,RECENTLY_SOLD,54310550,,-1,1.0,1150.0,USA,USD,sqft,True,,,,,,,
942,1970-01-01,SINGLE_FAMILY,0.30378787878788,"521 Kenwood Ave, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24604034423828,-77.9177017211914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=YbDqu-_kMmZbfEPN551M0D99rfY=",180000,2.0,-77.9177,34.24604,RECENTLY_SOLD,54300018,,-1,1.5,1745.0,USA,USD,acres,,,,,,,,
945,1970-01-01,SINGLE_FAMILY,5662.8,"708 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b51d8e1a300984271fc402bfe2b6f5c5-p_e.jpg,179000,2.0,-77.93343,34.227272,RECENTLY_SOLD,54311292,,-1,2.0,1456.0,USA,USD,sqft,True,,,,,,,
948,1970-01-01,SINGLE_FAMILY,3484.8,"1213 Wooster Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/9c33b4ad71ca93bb48cc9e19a6af469c-p_e.jpg,180000,3.0,-77.93248,34.22671,RECENTLY_SOLD,54311259,,-1,2.0,1003.0,USA,USD,sqft,True,,,,,,,
949,1970-01-01,SINGLE_FAMILY,0.11,"207 S 11 Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/f9bc68b30a5fab72eb478400a092612b-p_e.jpg,162900,3.0,-77.93485,34.23354,RECENTLY_SOLD,54309483,,-1,2.0,1276.0,USA,USD,sqft,True,,,,,,,
953,1970-01-01,SINGLE_FAMILY,0.11,"213 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/c24b206061e5203369fe87a34c7b2bbb-p_e.jpg,175000,2.0,-77.93341,34.233383,RECENTLY_SOLD,54309449,,-1,1.0,1076.0,USA,USD,sqft,True,,,,,,,
954,1970-01-01,SINGLE_FAMILY,0.07,"313 S 13th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/af43d16c53c2ba89aded1ae88d8823eb-p_e.jpg,164500,3.0,-77.932014,34.232105,RECENTLY_SOLD,54309577,,-1,1.0,1005.0,USA,USD,sqft,True,,,,,,,
957,1970-01-01,SINGLE_FAMILY,3920.4,"914 Queen St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/98a9184bfeb10401a6306edcda1b2d9c-p_e.jpg,324900,3.0,-77.9362,34.227203,PENDING,54311353,,-1,2.0,1139.0,USA,USD,sqft,True,True,,,,,,
958,1970-01-01,SINGLE_FAMILY,2706.0,"1401 Church St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/eec397c18a9ce5ef0e8a1f5c61bf61ad-p_e.jpg,174000,3.0,-77.93065,34.230675,RECENTLY_SOLD,54309689,,-1,2.0,1248.0,USA,USD,sqft,True,,,,,,,
959,1970-01-01,SINGLE_FAMILY,0.06,"719 Campbell Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/73f1d8dbf45afad941f75e7f8828980c-p_e.jpg,174000,3.0,-77.9405,34.242977,RECENTLY_SOLD,54300262,,-1,2.0,1027.0,USA,USD,sqft,True,,,,,,,
964,1970-01-01,SINGLE_FAMILY,0.28,"510 N 25th Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/0f74542919d11e6a6987ff7b7460c35f-p_e.jpg,178000,4.0,-77.91501,34.245174,RECENTLY_SOLD,54301168,,-1,2.0,1900.0,USA,USD,sqft,True,,,,,,,
965,1970-01-01,SINGLE_FAMILY,9199.0,"1708 Princess St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23801040649414,-77.92681884765625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xV4x1nD0ErwIo6UCkv6S9JNlUV4=",178000,3.0,-77.92682,34.23801,RECENTLY_SOLD,54302258,,-1,2.0,2027.0,USA,USD,sqft,,,,,,,,
970,1970-01-01,SINGLE_FAMILY,6534.0,"1215 Orange St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/d916d1cf683e6fac9a728bece2a0b412-p_e.jpg,165000,3.0,-77.93283,34.234306,RECENTLY_SOLD,54309363,,-1,1.0,1227.0,USA,USD,sqft,True,,,,,,,
975,1970-01-01,SINGLE_FAMILY,6098.4,"916 N 7th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/7405b2248eeea03e135c34fb32ec54e5-p_e.jpg,170000,3.0,-77.94175,34.24679,RECENTLY_SOLD,54299660,,-1,1.0,1090.0,USA,USD,sqft,True,,,,,,,
976,1970-01-01,SINGLE_FAMILY,1916.0,"415 Castle St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/660c447336f1ea1f4bd48ba8afcd7bfe-p_e.jpg,175000,3.0,-77.94295,34.228367,RECENTLY_SOLD,54310550,,-1,1.0,1150.0,USA,USD,sqft,True,,,,,,,
982,1970-01-01,SINGLE_FAMILY,0.30378787878788,"521 Kenwood Ave, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24604034423828,-77.9177017211914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=YbDqu-_kMmZbfEPN551M0D99rfY=",180000,2.0,-77.9177,34.24604,RECENTLY_SOLD,54300018,,-1,1.5,1745.0,USA,USD,acres,,,,,,,,
985,1970-01-01,SINGLE_FAMILY,5662.8,"708 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b51d8e1a300984271fc402bfe2b6f5c5-p_e.jpg,179000,2.0,-77.93343,34.227272,RECENTLY_SOLD,54311292,,-1,2.0,1456.0,USA,USD,sqft,True,,,,,,,
988,1970-01-01,SINGLE_FAMILY,3484.8,"1213 Wooster Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/9c33b4ad71ca93bb48cc9e19a6af469c-p_e.jpg,180000,3.0,-77.93248,34.22671,RECENTLY_SOLD,54311259,,-1,2.0,1003.0,USA,USD,sqft,True,,,,,,,
989,1970-01-01,SINGLE_FAMILY,0.11,"207 S 11 Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/f9bc68b30a5fab72eb478400a092612b-p_e.jpg,162900,3.0,-77.93485,34.23354,RECENTLY_SOLD,54309483,,-1,2.0,1276.0,USA,USD,sqft,True,,,,,,,
993,1970-01-01,SINGLE_FAMILY,0.11,"213 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/c24b206061e5203369fe87a34c7b2bbb-p_e.jpg,175000,2.0,-77.93341,34.233383,RECENTLY_SOLD,54309449,,-1,1.0,1076.0,USA,USD,sqft,True,,,,,,,
994,1970-01-01,SINGLE_FAMILY,0.07,"313 S 13th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/af43d16c53c2ba89aded1ae88d8823eb-p_e.jpg,164500,3.0,-77.932014,34.232105,RECENTLY_SOLD,54309577,,-1,1.0,1005.0,USA,USD,sqft,True,,,,,,,
997,1970-01-01,SINGLE_FAMILY,3920.4,"914 Queen St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/98a9184bfeb10401a6306edcda1b2d9c-p_e.jpg,324900,3.0,-77.9362,34.227203,PENDING,54311353,,-1,2.0,1139.0,USA,USD,sqft,True,True,,,,,,
998,1970-01-01,SINGLE_FAMILY,2706.0,"1401 Church St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/eec397c18a9ce5ef0e8a1f5c61bf61ad-p_e.jpg,174000,3.0,-77.93065,34.230675,RECENTLY_SOLD,54309689,,-1,2.0,1248.0,USA,USD,sqft,True,,,,,,,
999,1970-01-01,SINGLE_FAMILY,0.06,"719 Campbell Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/73f1d8dbf45afad941f75e7f8828980c-p_e.jpg,174000,3.0,-77.9405,34.242977,RECENTLY_SOLD,54300262,,-1,2.0,1027.0,USA,USD,sqft,True,,,,,,,
1004,1970-01-01,SINGLE_FAMILY,0.28,"510 N 25th Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/0f74542919d11e6a6987ff7b7460c35f-p_e.jpg,178000,4.0,-77.91501,34.245174,RECENTLY_SOLD,54301168,,-1,2.0,1900.0,USA,USD,sqft,True,,,,,,,
1005,1970-01-01,SINGLE_FAMILY,9199.0,"1708 Princess St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23801040649414,-77.92681884765625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xV4x1nD0ErwIo6UCkv6S9JNlUV4=",178000,3.0,-77.92682,34.23801,RECENTLY_SOLD,54302258,,-1,2.0,2027.0,USA,USD,sqft,,,,,,,,
1010,1970-01-01,SINGLE_FAMILY,6534.0,"1215 Orange St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/d916d1cf683e6fac9a728bece2a0b412-p_e.jpg,165000,3.0,-77.93283,34.234306,RECENTLY_SOLD,54309363,,-1,1.0,1227.0,USA,USD,sqft,True,,,,,,,
1015,1970-01-01,SINGLE_FAMILY,6098.4,"916 N 7th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/7405b2248eeea03e135c34fb32ec54e5-p_e.jpg,170000,3.0,-77.94175,34.24679,RECENTLY_SOLD,54299660,,-1,1.0,1090.0,USA,USD,sqft,True,,,,,,,
1016,1970-01-01,SINGLE_FAMILY,1916.0,"415 Castle St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/660c447336f1ea1f4bd48ba8afcd7bfe-p_e.jpg,175000,3.0,-77.94295,34.228367,RECENTLY_SOLD,54310550,,-1,1.0,1150.0,USA,USD,sqft,True,,,,,,,
1022,1970-01-01,SINGLE_FAMILY,0.30378787878788,"521 Kenwood Ave, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24604034423828,-77.9177017211914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=YbDqu-_kMmZbfEPN551M0D99rfY=",180000,2.0,-77.9177,34.24604,RECENTLY_SOLD,54300018,,-1,1.5,1745.0,USA,USD,acres,,,,,,,,
1025,1970-01-01,SINGLE_FAMILY,5662.8,"708 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b51d8e1a300984271fc402bfe2b6f5c5-p_e.jpg,179000,2.0,-77.93343,34.227272,RECENTLY_SOLD,54311292,,-1,2.0,1456.0,USA,USD,sqft,True,,,,,,,
1028,1970-01-01,SINGLE_FAMILY,3484.8,"1213 Wooster Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/9c33b4ad71ca93bb48cc9e19a6af469c-p_e.jpg,180000,3.0,-77.93248,34.22671,RECENTLY_SOLD,54311259,,-1,2.0,1003.0,USA,USD,sqft,True,,,,,,,
1029,1970-01-01,SINGLE_FAMILY,0.11,"207 S 11 Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/f9bc68b30a5fab72eb478400a092612b-p_e.jpg,162900,3.0,-77.93485,34.23354,RECENTLY_SOLD,54309483,,-1,2.0,1276.0,USA,USD,sqft,True,,,,,,,
1033,1970-01-01,SINGLE_FAMILY,0.11,"213 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/c24b206061e5203369fe87a34c7b2bbb-p_e.jpg,175000,2.0,-77.93341,34.233383,RECENTLY_SOLD,54309449,,-1,1.0,1076.0,USA,USD,sqft,True,,,,,,,
1034,1970-01-01,SINGLE_FAMILY,0.07,"313 S 13th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/af43d16c53c2ba89aded1ae88d8823eb-p_e.jpg,164500,3.0,-77.932014,34.232105,RECENTLY_SOLD,54309577,,-1,1.0,1005.0,USA,USD,sqft,True,,,,,,,
1037,1970-01-01,SINGLE_FAMILY,3920.4,"914 Queen St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/98a9184bfeb10401a6306edcda1b2d9c-p_e.jpg,324900,3.0,-77.9362,34.227203,PENDING,54311353,,-1,2.0,1139.0,USA,USD,sqft,True,True,,,,,,
1038,1970-01-01,SINGLE_FAMILY,2706.0,"1401 Church St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/eec397c18a9ce5ef0e8a1f5c61bf61ad-p_e.jpg,174000,3.0,-77.93065,34.230675,RECENTLY_SOLD,54309689,,-1,2.0,1248.0,USA,USD,sqft,True,,,,,,,
